『央✯视』,#genre#
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20230221.m3u8

卫视官网,#genre#
安徽卫视,video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=0
北京卫视,video://https://www.brtn.cn/btv/btvsy_index
东南卫视,video://http://www.setv.fjtv.net/live/
东方卫视,video://https://live.kankanews.com/huikan/
甘肃卫视,video://https://www.gstv.com.cn/zxc.jhtml
广西卫视,video://https://tv.gxtv.cn/channel/channelivePlay_e7a7ab7df9fe11e88bcfe41f13b60c62.html
广东卫视,video://https://www.gdtv.cn/tvChannelDetail/43
贵州卫视,video://https://www.gzstv.com/tv/ch01
海南卫视,video://http://tc.hnntv.cn/zb/28666112.shtml
河北卫视,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=0
黑龙江卫视,video://https://www.hljtv.com/live/
河南卫视,video://https://static.hntv.tv/kds/#/
湖北卫视,video://https://news.hbtv.com.cn/app/tv/431
吉林卫视,video://https://www.jlntv.cn/tv?id=104
江苏卫视,video://https://live.jstv.com/
江西卫视,video://https://www.jxntv.cn/live/#/jxtv1
内蒙古卫视,video://https://www.nmtv.cn/liveTv
宁夏卫视,video://http://www.nxtv.com.cn/tv/ws/
青海卫视,video://https://www.qhbtv.com/new_index/live/folder2646/
山东卫视,video://https://v.iqilu.com/live/sdtv/index.html
山西卫视,video://https://www.sxrtv.com/tv/
陕西卫视,video://http://www.sxtvs.com/sxtvs_sxws/index.html
四川卫视,video://https://www.sctv.com/watchTV
西藏卫视,video://https://www.vtibet.cn/html/CHAL1492477520535104/2021111212835975309/
新疆卫视,video://https://www.xjtvs.com.cn/column/tv/434
云南卫视,video://https://www.yntv.cn/live.html
浙江卫视,video://https://www.cztv.com/liveTV
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20230221.m3u8
贵州卫视,video://https://www.gzstv.com/tv/ch01
海南卫视,video://http://tc.hnntv.cn/zb/28666112.shtml
河北卫视,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=0
黑龙江卫视,video://https://www.hljtv.com/live/

山东卫视,video://https://www.xuexi.cn/xxqg.html?id=15d651d2389d46ba86eda710fcc1f68b
北京卫视,video://https://www.xuexi.cn/xxqg.html?id=b2e730bcb7e8468ea028135c602a561d
东方卫视,video://https://www.xuexi.cn/xxqg.html?id=b03d633a64f14712b1b78ad5336fac2c
天津卫视,video://https://www.xuexi.cn/xxqg.html?id=f34309e518fb41579c46cbef4d56c51d
河北卫视,video://https://www.xuexi.cn/xxqg.html?id=39f6908c16d74aeab67c78eeb37e17dd
山西卫视,video://https://www.xuexi.cn/xxqg.html?id=39c3c7226f754f3e9cbebd8b5f0996ee
辽宁卫视,video://https://www.xuexi.cn/xxqg.html?id=196d1fb7186845c8ab06945beb60f428
内蒙古卫视,video://https://www.xuexi.cn/xxqg.html?id=74dd173b302c4aa9abf142e4034e0c87
吉林卫视,video://https://www.xuexi.cn/xxqg.html?id=0bb934949fe549e9be4ea3ff519eaec4
黑龙江卫视,video://https://www.xuexi.cn/xxqg.html?id=c77741c71cbb4f61bc9876826e267b51
江苏卫视,video://https://www.xuexi.cn/xxqg.html?id=f485de429c064333b7cce20c6bbbc905
浙江卫视,video://https://www.xuexi.cn/xxqg.html?id=0b0936946bd7416fa80aaeb4072f369a
安徽卫视,video://https://www.xuexi.cn/xxqg.html?id=633fd677b4ce40ad85b127db4307921a
东南卫视,video://https://www.xuexi.cn/xxqg.html?id=74cd6a0403ff4ce7829f04d4cdf4c0a5
江西卫视,video://https://www.xuexi.cn/xxqg.html?id=0621912339cf40109a945afafc3069e2
河南卫视,video://https://www.xuexi.cn/xxqg.html?id=47ebcda850e74c83897dd90ca72db658
湖北卫视,video://https://www.xuexi.cn/xxqg.html?id=894c6f103e094ab58f51cf0f96870a3d
广东卫视,video://https://www.xuexi.cn/xxqg.html?id=6766ec7717d64744bdbfd1c2068ebae6
广西卫视,video://https://www.xuexi.cn/xxqg.html?id=d45e1b2dbae6465a9b2e7a14f7749119
海南卫视,video://https://www.xuexi.cn/xxqg.html?id=54e5f81a605e428188bf7ff21c0df64c
四川卫视,video://https://www.xuexi.cn/xxqg.html?id=90edcdb6a18446d594228039a519b779
贵州卫视,video://https://www.xuexi.cn/xxqg.html?id=d6fc64f8f5e34444ba703bb79fda5da8
云南卫视,video://https://www.xuexi.cn/xxqg.html?id=f79e9c261fda4c3ba35d075a51814bbd
西藏卫视,video://https://www.xuexi.cn/xxqg.html?id=c52bd0a9ac294559841fa39d28d2c195
陕西卫视,video://https://www.xuexi.cn/xxqg.html?id=63fbcee70e0140c991541b5412c9552d
甘肃卫视,video://https://www.xuexi.cn/xxqg.html?id=dc13ed51077a4200a8a41e5e02457fdb
青海卫视,video://https://www.xuexi.cn/xxqg.html?id=49718a9c8d364f6b8c6e666739e90780
宁夏卫视,video://https://www.xuexi.cn/xxqg.html?id=782bc32aad614b6c9c078fd7bea95488
新疆卫视,video://https://www.xuexi.cn/xxqg.html?id=95b30ad2b3c14b32ac7f915769d080bb
兵团卫视,video://https://www.xuexi.cn/xxqg.html?id=16bcdb12d690488286ffec580c9ca249

港澳台,#genre#
凤凰中文,video://http://www.126zbw.com/gat/fhzw.html
凤凰资讯,video://http://www.126zbw.com/gat/fhzx.html
凤凰香港,video://http://www.126zbw.com/gat/fhxg.html

凤凰中文,video://https://m.345iptv.com/iptv.php?act=play&token=79a1803e9bdb227ac810ad52ecd92494&tid=gt&id=1
凤凰资讯,video://https://m.345iptv.com/iptv.php?act=play&token=408abe045b49d468e9717c87808b723e&tid=gt&id=2
凤凰香港,video://https://m.345iptv.com/iptv.php?act=play&token=c1be28fc81c8394e1645798aa6be1230&tid=gt&id=3

纬来育乐,rtmp://f13h.mine.nu/sat/tv701
民视,rtmp://f13h.mine.nu/sat/tv051
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
台视,rtmp://f13h.mine.nu/sat/tv071

TVB翡翠台,video://https://m.345iptv.com/iptv.php?act=play&token=29b158f13f9f650e4986109e7261f375&tid=gt&id=5
TVB无线新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=302f4b3ac4d551e7d05beddf9fc08d06&tid=gt&id=6
TVB Plus,video://https://m.345iptv.com/iptv.php?act=play&token=5579a4a5f8bef9aeae804de3588555e1&tid=gt&id=8
TVB明珠台,video://https://m.345iptv.com/iptv.php?act=play&token=157e2041306f4b30ba1bd9c0b58434bd&tid=gt&id=9
香港有线新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=836081e61c6b1ae210650a06ef16bd42&tid=gt&id=11
香港有线18台,video://https://m.345iptv.com/iptv.php?act=play&token=b299c35108a193ff3ec1537b92252e0c&tid=gt&id=12
NOW直播台,video://https://m.345iptv.com/iptv.php?act=play&token=17ab10b697aa9d929c8d452d82fc0f66&tid=gt&id=16
NOW新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=1f276220e3ad42da3cea64a84f96ca6d&tid=gt&id=17
NOW财经台,video://https://m.345iptv.com/iptv.php?act=play&token=790981691e34654878ff1f9f095ff665&tid=gt&id=18
ViuTV,video://https://m.345iptv.com/iptv.php?act=play&token=0f2eda15b3cb397dd62f729caeddb2d8&tid=gt&id=19
ViuTV6,video://https://m.345iptv.com/iptv.php?act=play&token=3d0991d05b9dbaf123f79d1d5fbf3066&tid=gt&id=20
HOY国际财经台,video://https://m.345iptv.com/iptv.php?act=play&token=6c9af8e257003592eff2f62abb64f6d2&tid=gt&id=22
HOY资讯台,video://https://m.345iptv.com/iptv.php?act=play&token=4ded2872cb2788d1be98d7b1dfdacb30&tid=gt&id=23
HOY TV,video://https://m.345iptv.com/iptv.php?act=play&token=24ef9a638870b91cbfc0a1ae1e27dd7f&tid=gt&id=24
港台电视31,video://https://m.345iptv.com/iptv.php?act=play&token=a68f9c3959257eccdf0c33cc42e470a9&tid=gt&id=26
港台电视32,video://https://m.345iptv.com/iptv.php?act=play&token=b5bedc9319dc501ad003c5ef814aac61&tid=gt&id=27
香港卫视HKS,video://https://m.345iptv.com/iptv.php?act=play&token=34c4765f99ac95d637fc0a5adc72a524&tid=gt&id=30
耀才财经,video://https://m.345iptv.com/iptv.php?act=play&token=8378e50e8c40cb3f46682a4f5b79da79&tid=gt&id=32
澳门莲花,video://https://m.345iptv.com/iptv.php?act=play&token=4d5cc8b3b485cf624061cb73e86755be&tid=gt&id=35
澳門卫视,video://https://m.345iptv.com/iptv.php?act=play&token=d09ba7bcf24685d90d433cebc5339a0f&tid=gt&id=36
澳视资讯,video://https://m.345iptv.com/iptv.php?act=play&token=62a0d64fb774880651ba34384f304c79&tid=gt&id=37
澳視澳門,video://https://m.345iptv.com/iptv.php?act=play&token=c228134834025ce9164721574d2bb1b6&tid=gt&id=38
澳門Macau,video://https://m.345iptv.com/iptv.php?act=play&token=39d0d105bcbb871118ab9bcb50eb978c&tid=gt&id=39
澳视综艺,video://https://m.345iptv.com/iptv.php?act=play&token=cac8fd9ef0fc64f174755c8db79de787&tid=gt&id=40
澳亚卫视,video://https://m.345iptv.com/iptv.php?act=play&token=a6c6342819a2403ba1220d75462b21b7&tid=gt&id=41
中天新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=9ddb890d3d8d7cee6fc961e239dab276&tid=gt&id=43
东森新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=4eaeb0456dd28f898d466d4817a0d168&tid=gt&id=44
东森财经新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=fc8b74aab785cc26eb7dc98e0c0b7a12&tid=gt&id=45
中视新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=441b49a74255765f98e43ca71246abff&tid=gt&id=46
台视新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=d481a0232eb8ab2f5e07a917fd053822&tid=gt&id=47
三立新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=2e8bd55af76c046615421e30c93567ad&tid=gt&id=48
民视新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=c949c16c640233ea69d60595be326a8d&tid=gt&id=50
华视新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=8c811085ab0fede4d8f9716f3b21b2ac&tid=gt&id=51
镜电视新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=bba6484f111aa2d4f716c890d7d5b75f&tid=gt&id=52
寰宇新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=197218681433c6aad5ea913c0bd7432d&tid=gt&id=53
寰宇新闻台湾台,video://https://m.345iptv.com/iptv.php?act=play&token=95495c97d7d4998bad5996177a505d90&tid=gt&id=54
TVBS新闻台,video://https://m.345iptv.com/iptv.php?act=play&token=e6735ca4186826a984fc9fc7fab541d5&tid=gt&id=55
TVBS HD,video://https://m.345iptv.com/iptv.php?act=play&token=baa891d8c28a00435b3313bd447bac4b&tid=gt&id=56
TVBS欢乐台,video://https://m.345iptv.com/iptv.php?act=play&token=e0e218874b8c4b6086c48ccf7c100c0e&tid=gt&id=57
中视HD,video://https://m.345iptv.com/iptv.php?act=play&token=bfef6316672376ae6ed72ab39359c414&tid=gt&id=60
台视HD,video://https://m.345iptv.com/iptv.php?act=play&token=2d842e718dc286ed12e3dee5df1497e0&tid=gt&id=61
民视HD,video://https://m.345iptv.com/iptv.php?act=play&token=da0adcf928ba2298b66c352f40830de0&tid=gt&id=62
华视HD,video://https://m.345iptv.com/iptv.php?act=play&token=a4233ed2f32b3c72d3c34ffcd40b8f41&tid=gt&id=63
三立台湾台,video://https://m.345iptv.com/iptv.php?act=play&token=d737fc7362479dc73800166c468d853b&tid=gt&id=65
民视台湾台,video://https://m.345iptv.com/iptv.php?act=play&token=e278b0f507f1978f5409c752ee4f95ab&tid=gt&id=67
民视第一台,video://https://m.345iptv.com/iptv.php?act=play&token=0eb9987ee2cefc0fef3c163a637ae7c5&tid=gt&id=68
民视综艺台,video://https://m.345iptv.com/iptv.php?act=play&token=12174949a80a841327df87ce56420fb9&tid=gt&id=69
民视旅游台,video://https://m.345iptv.com/iptv.php?act=play&token=257f7d560b102d056b3fe223703ea6ea&tid=gt&id=70
民视影剧台,video://https://m.345iptv.com/iptv.php?act=play&token=4f46a23f3bc5efa7a139d12417455653&tid=gt&id=71
緯來體育台,video://https://m.345iptv.com/iptv.php?act=play&token=f6f75713940234af3a1426b0c550505a&tid=gt&id=73
纬来日本台,video://https://m.345iptv.com/iptv.php?act=play&token=d8e718f962c9273ca40c9f709418b479&tid=gt&id=74
纬来育乐台,video://https://m.345iptv.com/iptv.php?act=play&token=1a9d949eee169b5349cc0f1b6feb99a8&tid=gt&id=75
ELEVEN 1（DAZN 1）,video://https://m.345iptv.com/iptv.php?act=play&token=939672a8be6941118c373ef20ef64efe&tid=gt&id=76
ELEVEN 2（DAZN 2）,video://https://m.345iptv.com/iptv.php?act=play&token=ca98787a84671b73455be4718df010c0&tid=gt&id=77
爱尔达体育1台,video://https://m.345iptv.com/iptv.php?act=play&token=6a41d69265eb2f26426f69a5af6fc172&tid=gt&id=79
爱尔达体育2台,video://https://m.345iptv.com/iptv.php?act=play&token=683ba7176bedf752433ec91598b0443d&tid=gt&id=80
爱尔达体育3台,video://https://m.345iptv.com/iptv.php?act=play&token=9257c1df161fab28806b07f5061621e6&tid=gt&id=81
爱尔达体育4台,video://https://m.345iptv.com/iptv.php?act=play&token=8f755e496538f08a34bf338e2cbf8b97&tid=gt&id=82
大爱一台,video://https://m.345iptv.com/iptv.php?act=play&token=c9feb5ab6102186880884f1861c9c372&tid=gt&id=83
大爱二台,video://https://m.345iptv.com/iptv.php?act=play&token=c06f38f89ebadaeb3b19bb3b3cd8ca03&tid=gt&id=84


河南,#genre#
河南卫视,video://https://static.hntv.tv/total/television/?id=145
河南都市,video://https://static.hntv.tv/total/television/?id=141
河南民生,video://https://static.hntv.tv/total/television/?id=146
河南法治,video://https://static.hntv.tv/total/television/?id=147
河南电视剧,video://https://static.hntv.tv/total/television/?id=148
河南新闻,video://https://static.hntv.tv/total/television/?id=149
欢腾购物,video://https://static.hntv.tv/total/television/?id=150
河南公共,video://https://static.hntv.tv/total/television/?id=151
河南乡村,video://https://static.hntv.tv/total/television/?id=152
河南梨园,video://https://static.hntv.tv/total/television/?id=154
河南曲艺,video://https://static.hntv.tv/total/television/?id=157
移动戏曲,video://https://static.hntv.tv/total/television/?id=163
文物宝库,video://https://static.hntv.tv/total/television/?id=155
武术世界,video://https://static.hntv.tv/total/television/?id=156

郑州新闻综合,video://https://static.hntv.tv/total/television/?id=197
郑州商都频道,video://https://www.dsk.cc/hntv/zztv.html?id=zzsd
郑州文体旅游,video://https://www.dsk.cc/hntv/zztv.html?id=zzwtly
郑州豫剧频道,video://https://www.dsk.cc/hntv/zztv.html?id=zzyj
郑州妇女儿童,video://https://www.dsk.cc/hntv/zztv.html?id=zzfnet
郑州都市生活,video://https://www.dsk.cc/hntv/zztv.html?id=zzdssh
郑州教育频道,video://http://web.chinamcloud.com/yszh32/wz/zb/index.shtml


开封新闻综合,video://https://static.hntv.tv/total/television/?id=198
开封新闻综合,video://https://www.kftv.net.cn/info/944
开封新闻综合,video://https://kaifeng.dxhmt.cn/api/page/shiroVideo?tvId=53507dea8e7f4c3c8a37e0bdf7bd055c
开封文化旅游,video://https://kaifeng.dxhmt.cn/api/page/shiroVideo?tvId=ceffc903779f4f14ad119c4520d87c1d
开封文化旅游,video://https://www.kftv.net.cn/info/943
兰考新闻频道,video://https://www.kftv.net.cn/info/942
杞县新闻综合,video://https://www.kftv.net.cn/info/941
尉氏新闻频道,video://https://www.kftv.net.cn/info/940
通许综合频道,video://https://www.kftv.net.cn/info/939

洛阳综合,video://https://static.hntv.tv/total/television/?id=204
平顶山综合,video://https://static.hntv.tv/total/television/?id=205
安阳综合,video://https://static.hntv.tv/total/television/?id=206
鹤壁综合,video://https://static.hntv.tv/total/television/?id=207
新乡综合,video://https://static.hntv.tv/total/television/?id=208

焦作综合,video://https://static.hntv.tv/total/television/?id=209
焦作综合,video://http://www.jzrt.com/list-zhpd.html
焦作公共,video://http://www.jzrt.com/list-ggpd.html
焦作综合,video://https://jiaozuo.dxhmt.cn/api/page/goLivePage?liveId=a15a6b9e3e1f435584f903641e85a975
焦作公共,video://https://jiaozuo.dxhmt.cn/api/page/goLivePage?liveId=6a8a51398cf44ad28bb7808afdc94f4d

濮阳综合,video://https://static.hntv.tv/total/television/?id=219

许昌综合,video://https://static.hntv.tv/total/television/?id=220
许昌综合,video://http://xctv.cn/2359
许昌农业科教,video://http://xctv.cn/3918
晴彩许昌,video://http://xctv.cn/3920

漯河新闻综合,video://https://static.hntv.tv/total/television/?id=221
三门峡综合,video://https://static.hntv.tv/total/television/?id=222
南阳新闻综合,video://https://static.hntv.tv/total/television/?id=223
商丘新闻综合,video://https://static.hntv.tv/total/television/?id=224
信阳综合,video://https://static.hntv.tv/total/television/?id=225
周口综合,video://https://static.hntv.tv/total/television/?id=226
驻马店综合,video://https://static.hntv.tv/total/television/?id=227
济源综合,video://https://static.hntv.tv/total/television/?id=228


河南都市,video://https://www.dsk.cc/hntv/hnzb.html?id=hnds
河南民生,video://https://www.dsk.cc/hntv/hnzb.html?id=hnms
河南法治,video://https://www.dsk.cc/hntv/hnzb.html?id=hnfz
河南电视剧,video://https://www.dsk.cc/hntv/hnzb.html?id=hndsj
河南新闻,video://https://www.dsk.cc/hntv/hnzb.html?id=hnxw
欢腾购物,video://https://www.dsk.cc/hntv/hnzb.html?id=htgw
河南公共,video://https://www.dsk.cc/hntv/hnzb.html?id=hngg
河南乡村,video://https://www.dsk.cc/hntv/hnzb.html?id=hnxw
河南梨园,video://https://www.dsk.cc/hntv/hnzb.html?id=hnly
河南曲艺,video://https://www.dsk.cc/hntv/hnzb.html?id=jczy
移动戏曲,video://https://www.dsk.cc/hntv/hnzb.html?id=ydxq

安徽,#genre#
安徽卫视,video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=0
经济生活,video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=1
综艺体育,video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=2
影视频道,video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=3
公共频道,video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=4
农业科教,video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=5
安徽国际,video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=6
安徽移动,video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=7

河北,#genre#
河北卫视,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=0
河北经济生活,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=1
河北农民,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=2
河北都市,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=3
河北影视剧,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=4
河北少儿,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=5
河北文旅公共,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=6
河北三佳购物频道,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=7

新疆,#genre#
新疆卫视,video://https://www.xjtvs.com.cn/column/tv/434
新疆维吾尔语,video://https://www.xjtvs.com.cn/column/tv/434?channelId=3
新疆哈萨克语,video://https://www.xjtvs.com.cn/column/tv/434?channelId=4
新疆汉语娱乐,video://https://www.xjtvs.com.cn/column/tv/434?channelId=16
新疆汉语新闻,video://https://www.xjtvs.com.cn/column/tv/434?channelId=17
新疆-7,video://https://www.xjtvs.com.cn/column/tv/434?channelId=18
新疆-8,video://https://www.xjtvs.com.cn/column/tv/434?channelId=19
新疆-9,video://https://www.xjtvs.com.cn/column/tv/434?channelId=20
新疆-10,video://https://www.xjtvs.com.cn/column/tv/434?channelId=21
新疆-11,video://https://www.xjtvs.com.cn/column/tv/434?channelId=22
新疆少儿,video://https://www.xjtvs.com.cn/column/tv/434?channelId=23
WebView,#genre#
CCTV1,webview://https://tv.cctv.cn/live/cctv1/
CCTV2,webview://https://tv.cctv.cn/live/cctv2/
CCTV3,webview://https://tv.cctv.cn/live/cctv3/
CCTV4,webview://https://tv.cctv.cn/live/cctv4/
CCTV5,webview://https://tv.cctv.cn/live/cctv5/
CCTV5+,webview://https://tv.cctv.cn/live/cctv5plus
CCTV6,webview://https://tv.cctv.cn/live/cctv6/
CCTV7,webview://https://tv.cctv.cn/live/cctv7/
CCTV8,webview://https://tv.cctv.cn/live/cctv8/
CCTV9,webview://https://tv.cctv.cn/live/cctvjilu/
CCTV10,webview://https://tv.cctv.cn/live/cctv10/
CCTV11,webview://https://tv.cctv.cn/live/cctv11/
CCTV12,webview://https://tv.cctv.cn/live/cctv12/
CCTV13,webview://https://tv.cctv.cn/live/cctv13/
CCTV14,webview://https://tv.cctv.cn/live/cctvchild/
CCTV15,webview://https://tv.cctv.cn/live/cctv15/
CCTV16,webview://https://tv.cctv.cn/live/cctv16/
CCTV17,webview://https://tv.cctv.cn/live/cctv17/


CETV1,webview://https://tv.gxtv.cn/channel/channelivePlay_ffa6b6e1b32b4a16a73eb3ef66f8bfc7.html
CETV2,webview://https://tv.gxtv.cn/channel/channelivePlay_80d0ffb42c114eaf9663708629ff0a3e.html
CETV4,webview://https://tv.gxtv.cn/channel/channelivePlay_67eace939278435bb4bca90800fb4225.html


安徽卫视,webview://https://www.ahtv.cn/folder9000/folder20193?channelIndex=0
北京卫视,webview://https://www.brtn.cn/btv/btvsy_index
天津卫视,webview://https://www.xuexi.cn/xxqg.html?id=f34309e518fb41579c46cbef4d56c51d
东南卫视,webview://http://www.setv.fjtv.net/live/
东方卫视,webview://https://www.xuexi.cn/xxqg.html?id=b03d633a64f14712b1b78ad5336fac2c
甘肃卫视,webview://https://www.gstv.com.cn/zxc.jhtml
广西卫视,webview://https://tv.gxtv.cn/channel/channelivePlay_e7a7ab7df9fe11e88bcfe41f13b60c62.html
广东卫视,webview://https://www.xuexi.cn/xxqg.html?id=6766ec7717d64744bdbfd1c2068ebae6
大湾区卫视,webview://https://www.xuexi.cn/xxqg.html?id=b3b303acc4294b95bce47806bfee21bb
深圳卫视,webview://https://www.sztv.com.cn/pindao/index.html?id=7867
贵州卫视,webview://https://www.gzstv.com/tv/ch01
海南卫视,webview://http://tc.hnntv.cn/zb/28666112.shtml
河北卫视,webview://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=0
黑龙江卫视,webview://https://www.hljtv.com/live/
河南卫视,webview://https://static.hntv.tv/kds/#/
湖北卫视,webview://https://news.hbtv.com.cn/app/tv/431
吉林卫视,webview://https://www.jlntv.cn/tv?id=104
江苏卫视,webview://https://live.jstv.com/
江西卫视,webview://https://www.jxntv.cn/live/#/jxtv1
内蒙古卫视,webview://https://www.nmtv.cn/liveTv
宁夏卫视,webview://https://www.nxtv.com.cn/19/19kds/dsp/
宁夏卫视,webview://https://www.xuexi.cn/xxqg.html?id=782bc32aad614b6c9c078fd7bea95488
青海卫视,webview://https://www.qhbtv.com/new_index/live/folder2646/
安多卫视,webview://http://www.qhtb.cn/onlin/
山东卫视,webview://https://v.iqilu.com/live/sdtv/index.html
山西卫视,webview://https://www.sxrtv.com/tv/
陕西卫视,webview://http://live.snrtv.com/
农林卫视,webview://http://live.snrtv.com/nl
四川卫视,webview://https://www.sctv.com/watchTV
康巴卫视,webview://https://www.kangbatv.com/zb_22587/
西藏卫视,webview://https://www.vtibet.cn/html/CHAL1492477520535104/2021111212835975309/
新疆卫视,webview://https://www.xjtvs.com.cn/column/tv/434
兵团卫视,webview://https://www.btzx.com.cn/2024new/new_zhibo/index.shtml
云南卫视,webview://https://www.yntv.cn/live.html
浙江卫视,webview://https://www.cztv.com/liveTV
